mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
2	1	0	0	4/4	2	1	F.I{			F	I		I	I						{	M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.25	0.0
2	1	1/4	1/4	4/4	2	1	IV			F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	0	7	0.0	0.0	1.1875	0.0
2	1	1/2	1/2	4/4	2	1	ii			F	I		ii	ii							m	0	0	1, -2, 2		1	1	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
2	1	3/4	3/4	4/4	2	2	V(6)		iii6	F	I		V(6)	V			6				M	0	0	0, 4, 3		0	0	0	8	0.0	0.0	0.875	0.0
3	2	0	0	4/4	2	2	V7(964)			F	I		V7(964)	V		7	964				Mm7	0	0	0, -1, 3, -2	2	0	0	1	7	0.125	0.0625	1.5625	0.038461538461538464
3	2	1/4	1/4	4/4	2	2	V(64)			F	I		V(64)	V			64				M	0	0	0, -1, 3		0	0	7	8	0.4666666666666667	0.6875	0.8125	0.4583333333333333
4	3	0	0	7/4	2	1	I			F	I		I	I							M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.25	0.0
4	3	1/4	1/4	7/4	2	1	IV			F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	0	7	0.0	0.0	1.1875	0.0
4	3	1/2	1/2	7/4	2	1	ii			F	I		ii	ii							m	0	0	1, -2, 2		1	1	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
4	3	3/4	3/4	7/4	2	1	V(64)			F	I		V(64)	V			64				M	0	0	0, -1, 3		0	0	2	6	0.25	0.125	1.5	0.07692307692307693
4	3	1	1	7/4	2	1	V7(964)			F	I		V7(964)	V		7	964				Mm7	0	0	0, -1, 3, -2	2	0	0	1	6	0.14285714285714285	0.0625	0.5625	0.1
4	3	5/4	5/4	7/4	2	1	V(6)			F	I		V(6)	V			6				M	0	0	0, 4, 3		0	0	3	6	0.3333333333333333	0.1875	0.5625	0.25
5	4	0	0	4/4	2	2	I|IAC}{			F	I		I	I					IAC	}{	M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	1.0	0.0
5	4	1/4	1/4	4/4	2	2	ii			F	I		ii	ii							m	0	0	1, -2, 2		1	1	0	6	0.0	0.0	1.25	0.0
5	4	1/2	1/2	4/4	2	2	V(96)			F	I		V(96)	V			96				M	0	0	0, 4, 3	2	0	0	3	9	0.25	0.375	2.125	0.15
6	5	0	0	4/4	2	1	I			F	I		I	I							M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.25	0.0
6	5	1/4	1/4	4/4	2	1	ii			F	I		ii	ii							m	0	0	1, -2, 2		1	1	0	6	0.0	0.0	1.25	0.0
6	5	1/2	1/2	4/4	2	1	V(96)			F	I		V(96)	V			96				M	0	0	0, 4, 3	2	0	0	3	9	0.25	0.375	2.125	0.15
7	6	0	0	4/4	2	2	ii7			F	I		ii7	ii		7					mm7	0	0	1, -2, 2, -1		1	1	12	36	0.25	1.5	5.0	0.23076923076923078
9	8	0	0	3/8	2	1	ii7(9)}{			F	I		ii7(9)	ii		7	9			}{	mm7	0	0	1, -2, 2, -1	3	1	1	0	46	0.0	0.0	7.625	0.0
13	12	0	0	3/8	2	1	IVM65			F	I		IVM65	IV	M	65					MM7	0	0	2, -1, 3, -2		-2	2	1	8	0.1111111111111111	0.125	1.0	0.1111111111111111
14	13	0	0	3/8	2	1	iii			F	I		iii	iii							m	0	0	3, 0, 4		3	3	0	4	0.0	0.0	0.5	0.0
14	13	1/8	1/8	3/8	2	1	ii2			F	I		ii2	ii		2					mm7	0	0	-1, 1, -2, 2		1	-1	0	5	0.0	0.0	0.8125	0.0
15	14	0	0	3/8	2	1	iii64			F	I		iii64	iii		64					m	0	0	4, 3, 0		3	4	1	4	0.2	0.125	0.5	0.2
15	14	1/4	1/4	3/8	2	1	IV64(9)			F	I		IV64(9)	IV		64	9				M	0	0	-1, -2, 2	0	-2	-1	0	4	0.0	0.0	0.5	0.0
16	15	0	0	3/8	2	1	ii64(9)			F	I		ii64(9)	ii		64	9				m	0	0	2, 1, -2	3	1	2	0	6	0.0	0.0	0.5	0.0
16	15	1/8	1/8	3/8	2	1	I64(9)			F	I		I64(9)	I		64	9				M	0	0	0, -1, 3	1	-1	0	0	4	0.0	0.0	0.5	0.0
16	15	1/4	1/4	3/8	2	1	iii43/V			F	I		iii43/V	iii		43		V			mm7	0	0	5, 2, 4, 1		4	5	0	4	0.0	0.0	0.5	0.0
17	16	0	0	3/8	2	1	ii7(9)}{			F	I		ii7(9)	ii		7	9			}{	mm7	0	0	1, -2, 2, -1	3	1	1	0	44	0.0	0.0	7.6875	0.0
21	20	0	0	3/8	2	1	IM7(9)			F	I		IM7(9)	I	M	7	9				MM7	0	0	-1, 3, 0, 4	1	-1	-1	0	36	0.0	0.0	3.0	0.0
25	24	0	0	3/8	2	1	ii7(9)}{			F	I		ii7(9)	ii		7	9			}{	mm7	0	0	1, -2, 2, -1	3	1	1	1	57	0.017241379310344827	0.125	9.0	0.0136986301369863
31	30	0	0	3/8	2	1	V7(9)/V			F	I		V7(9)/V	V		7	9	V			Mm7	0	0	1, 5, 2, -1	3	1	1	2	14	0.125	0.25	1.5	0.14285714285714285
33	32	1/8	1/8	3/8	2	1	ii7(9)			F	I		ii7(9)	ii		7	9				mm7	0	0	1, -2, 2, -1	3	1	1	1	11	0.08333333333333333	0.125	1.125	0.1
35	34	0	0	3/8	2	1	V7(9)/V			F	I		V7(9)/V	V		7	9	V			Mm7	0	0	1, 5, 2, -1	3	1	1	2	12	0.14285714285714285	0.25	1.25	0.16666666666666666
37	36	0	0	3/8	2	1	V7(9)			F	I		V7(9)	V		7	9				Mm7	0	0	0, 4, 1, -2	2	0	0	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
38	37	0	0	4/4	2	1	I|PAC}{			F	I		I	I					PAC	}{	M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.25	0.0
38	37	1/4	1/4	4/4	2	1	IV			F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	0	7	0.0	0.0	1.1875	0.0
38	37	1/2	1/2	4/4	2	1	ii			F	I		ii	ii							m	0	0	1, -2, 2		1	1	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
38	37	3/4	3/4	4/4	2	1	V(64)			F	I		V(64)	V			64				M	0	0	0, -1, 3		0	0	2	6	0.25	0.125	0.75	0.14285714285714285
39	38	0	0	4/4	2	1	V7(964)			F	I		V7(964)	V		7	964				Mm7	0	0	0, -1, 3, -2	2	0	0	1	7	0.125	0.0625	1.5625	0.038461538461538464
39	38	1/4	1/4	4/4	2	1	V(64)			F	I		V(64)	V			64				M	0	0	0, -1, 3		0	0	6	7	0.46153846153846156	0.4375	0.5625	0.4375
40	39	0	0	7/4	2	1	I			F	I		I	I							M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.25	0.0
40	39	1/4	1/4	7/4	2	1	IV			F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	0	7	0.0	0.0	1.1875	0.0
40	39	1/2	1/2	7/4	2	1	ii			F	I		ii	ii							m	0	0	1, -2, 2		1	1	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
40	39	3/4	3/4	7/4	2	1	V(64)			F	I		V(64)	V			64				M	0	0	0, -1, 3		0	0	2	6	0.25	0.125	1.5	0.07692307692307693
40	39	1	1	7/4	2	1	V7(964)			F	I		V7(964)	V		7	964				Mm7	0	0	0, -1, 3, -2	2	0	0	1	6	0.14285714285714285	0.0625	0.5625	0.1
40	39	5/4	5/4	7/4	2	1	V(6)			F	I		V(6)	V			6				M	0	0	0, 4, 3		0	0	3	6	0.3333333333333333	0.1875	0.5625	0.25
41	40	0	0	4/4	2	1	iii(b9)|DC}{			F	I		iii(b9)	iii			b9		DC	}{	m	0	0	3, 0, 4	-9	3	3	1	4	0.2	0.125	0.625	0.16666666666666666
41	40	1/4	1/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	0	5	0.0	0.0	0.75	0.0
41	40	1/2	1/2	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	1	4	0.2	0.125	0.75	0.14285714285714285
41	40	3/4	3/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	1	4	0.2	0.125	0.5	0.2
42	41	0	0	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
42	41	1/4	1/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
42	41	1/2	1/2	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	1	4	0.2	0.125	0.75	0.14285714285714285
42	41	3/4	3/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	1	4	0.2	0.125	0.5	0.2
43	42	0	0	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
43	42	1/4	1/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	1	7	0.125	0.0	0.75	0.0
43	42	1/2	1/2	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	3	5	0.375	0.25	0.5	0.3333333333333333
43	42	3/4	3/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	0	6	0.0	0.0	0.75	0.0
44	43	0	0	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	1	4	0.2	0.125	0.625	0.16666666666666666
44	43	1/4	1/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	0	5	0.0	0.0	0.75	0.0
44	43	1/2	1/2	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	1	4	0.2	0.125	0.75	0.14285714285714285
44	43	3/4	3/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	1	4	0.2	0.125	0.5	0.2
45	44	0	0	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
45	44	1/4	1/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
45	44	1/2	1/2	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	1	4	0.2	0.125	0.875	0.125
45	44	3/4	3/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	0	4	0.0	0.0	0.5	0.0
46	45	0	0	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	1	3	0.25	0.125	0.375	0.25
46	45	1/4	1/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	1	4	0.2	0.75	0.5	0.6
46	45	1/2	1/2	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	1	3	0.25	0.125	0.375	0.25
46	45	3/4	3/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	0	4	0.0	0.0	0.5	0.0
47	46	0	0	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	1	3	0.25	0.125	0.375	0.25
47	46	1/4	1/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	1	4	0.2	0.75	0.5	0.6
47	46	1/2	1/2	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	1	3	0.25	0.125	0.375	0.25
47	46	3/4	3/4	4/4	2	1	IVM2			F	I		IVM2	IV	M	2					MM7	0	0	3, -2, 2, -1		-2	3	0	4	0.0	0.0	0.5	0.0
48	47	0	0	4/4	2	1	ii(139)}{			F	I		ii(139)	ii			139			}{	m	0	0	1, -2, 2	4, 3	1	1	0	6	0.0	0.0	1.25	0.0
48	47	1/4	1/4	4/4	2	1	V(96)			F	I		V(96)	V			96				M	0	0	0, 4, 3	2	0	0	0	6	0.0	0.0	1.25	0.0
48	47	1/2	1/2	4/4	2	1	ii(139)			F	I		ii(139)	ii			139				m	0	0	1, -2, 2	4, 3	1	1	0	6	0.0	0.0	1.5	0.0
48	47	3/4	3/4	4/4	2	1	V(96)			F	I		V(96)	V			96				M	0	0	0, 4, 3	2	0	0	2	2	0.5	0.25	0.5	0.3333333333333333
49	48	0	0	4/4	2	1	ii(9)			F	I		ii(9)	ii			9				m	0	0	1, -2, 2	3	1	1	0	6	0.0	0.0	1.0	0.0
49	48	1/4	1/4	4/4	2	1	V(96)			F	I		V(96)	V			96				M	0	0	0, 4, 3	2	0	0	0	6	0.0	0.0	1.0	0.0
49	48	1/2	1/2	4/4	2	1	ii(139)			F	I		ii(139)	ii			139				m	0	0	1, -2, 2	4, 3	1	1	0	6	0.0	0.0	1.5	0.0
49	48	3/4	3/4	4/4	2	1	V(96)			F	I		V(96)	V			96				M	0	0	0, 4, 3	2	0	0	2	2	0.5	0.25	0.5	0.3333333333333333
50	49	0	0	4/4	2	1	ii(9)			F	I		ii(9)	ii			9				m	0	0	1, -2, 2	3	1	1	0	6	0.0	0.0	0.875	0.0
50	49	1/4	1/4	4/4	2	1	V(96)			F	I		V(96)	V			96				M	0	0	0, 4, 3	2	0	0	1	6	0.14285714285714285	0.125	0.625	0.16666666666666666
50	49	1/2	1/2	4/4	2	2	ii(94)			F	I		ii(94)	ii			94				m	0	0	1, 0, 2	3	1	1	2	5	0.2857142857142857	0.1875	0.5625	0.25
50	49	3/4	3/4	4/4	2	2	V(6)			F	I		V(6)	V			6				M	0	0	0, 4, 3		0	0	3	3	0.5	0.375	0.5	0.42857142857142855
51	50	0	0	4/4	2	1	ii(9)			F	I		ii(9)	ii			9				m	0	0	1, -2, 2	3	1	1	0	7	0.0	0.0	1.0	0.0
51	50	1/4	1/4	4/4	2	1	V(96)			F	I		V(96)	V			96				M	0	0	0, 4, 3	2	0	0	1	7	0.125	0.125	0.75	0.14285714285714285
51	50	1/2	1/2	4/4	2	1	ii(94)			F	I		ii(94)	ii			94				m	0	0	1, 0, 2	3	1	1	2	5	0.2857142857142857	0.1875	0.5625	0.25
51	50	3/4	3/4	4/4	2	1	V(6)			F	I		V(6)	V			6				M	0	0	0, 4, 3		0	0	1	3	0.25	0.125	0.625	0.16666666666666666
52	51	0	0	4/4	2	1	iii2(b9)}{			F	I		iii2(b9)	iii		2	b9			}{	mm7	0	0	1, 3, 0, 4	-9	3	1	1	4	0.2	0.125	0.625	0.16666666666666666
52	51	1/4	1/4	4/4	2	1	ii7(9)			F	I		ii7(9)	ii		7	9				mm7	0	0	1, -2, 2, -1	3	1	1	0	5	0.0	0.0	0.75	0.0
52	51	1/2	1/2	4/4	2	1	iii2(b9)			F	I		iii2(b9)	iii		2	b9				mm7	0	0	1, 3, 0, 4	-9	3	1	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
52	51	3/4	3/4	4/4	2	1	IVM65			F	I		IVM65	IV	M	65					MM7	0	0	2, -1, 3, -2		-2	2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
53	52	0	0	4/4	2	1	iii6(b9)		V7(6)	F	I		iii6(b9)	iii		6	b9				m	0	0	0, 4, 3	-9	3	0	1	4	0.2	0.125	0.625	0.16666666666666666
53	52	1/4	1/4	4/4	2	1	ii7(9)			F	I		ii7(9)	ii		7	9				mm7	0	0	1, -2, 2, -1	3	1	1	0	5	0.0	0.0	0.75	0.0
53	52	1/2	1/2	4/4	2	1	iii6(b9)		V7(6)	F	I		iii6(b9)	iii		6	b9				m	0	0	0, 4, 3	-9	3	0	1	4	0.2	0.125	0.875	0.125
53	52	3/4	3/4	4/4	2	1	V7(964)			F	I		V7(964)	V		7	964				Mm7	0	0	0, -1, 3, -2	2	0	0	0	4	0.0	0.0	0.5	0.0
54	53	0	0	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	1	3	0.25	0.125	0.375	0.25
54	53	1/4	1/4	4/4	2	1	ii65(9)			F	I		ii65(9)	ii		65	9				mm7	0	0	-2, 2, -1, 1	3	1	-2	0	5	0.0	0.0	1.25	0.0
54	53	1/2	1/2	4/4	2	1	iii7(b9)			F	I		iii7(b9)	iii		7	b9				mm7	0	0	3, 0, 4, 1	-9	3	3	1	3	0.25	0.125	0.375	0.25
54	53	3/4	3/4	4/4	2	1	ii65(9)			F	I		ii65(9)	ii		65	9				mm7	0	0	-2, 2, -1, 1	3	1	-2	0	4	0.0	0.0	0.5	0.0
55	54	0	0	4/4	2	1	iii(b9)			F	I		iii(b9)	iii			b9				m	0	0	3, 0, 4	-9	3	3	1	3	0.25	0.125	0.375	0.25
55	54	1/4	1/4	4/4	2	1	ii65(9)			F	I		ii65(9)	ii		65	9				mm7	0	0	-2, 2, -1, 1	3	1	-2	0	5	0.0	0.0	1.25	0.0
55	54	1/2	1/2	4/4	2	1	iii7(b9)			F	I		iii7(b9)	iii		7	b9				mm7	0	0	3, 0, 4, 1	-9	3	3	1	3	0.25	0.125	0.375	0.25
55	54	3/4	3/4	4/4	2	1	ii65(9)			F	I		ii65(9)	ii		65	9				mm7	0	0	-2, 2, -1, 1	3	1	-2	0	4	0.0	0.0	0.5	0.0
56	55	0	0	5/4	2	1	V|HC}	1		F	I		V	V					HC	}	M	0	0	0, 4, 1		0	0	11	9	0.55	1.375	1.125	0.55
57	55	0	0	5/4	2	1	V	2		F	I		V	V							M	0	0	0, 4, 1		0	0	8	8	0.5	1.0	1.0	0.5
57	55	1	1	5/4	2	1	ii(13)	2		F	I		ii(13)	ii			13				m	0	0	1, -2, 2	4	1	1	0	4	0.0	0.0	0.5	0.0
58	56	0	0	4/4	2	2	vi			F	I		vi	vi							m	0	0	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
58	56	1/8	1/8	4/4	2	2	ii			F	I		ii	ii							m	0	0	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
58	56	1/4	1/4	4/4	2	2	V7(96)|HC}			F	I		V7(96)	V		7	96		HC	}	Mm7	0	0	0, 4, 3, -2	2	0	0	0	10	0.0	0.0	5.5	0.0
